name,industry,subVertical,city,totalRaisedUSD,fundingRounds,firstFunded,lastFunded
Hike Messenger,Consumer Internet & Tech,P2P Messaging Service,Delhi,0.0,1,2016-01-12,2016-01-12
HipBar,Consumer Internet & Tech,Digital Payment Platform For Beverage Delivery,Bangalore,4000000.0,1,2018-06-25,2018-06-25
HipCouch,Consumer Internet & Tech,Custom & Modular Furniture platform,Mumbai,700000.0,1,2017-01-16,2017-01-16
Hipcask,Consumer Internet & Tech,Alcoholic beverage discovery platform,Mumbai,0.0,1,2016-10-20,2016-10-20
Hippily,E-Commerce,Fashion ECommerce App,Mumbai,250000.0,1,2016-04-13,2016-04-13
Hipship,Logistics & Transport,,Bangalore,0.0,1,2015-11-18,2015-11-18
HitGrit,Consumer Internet & Tech,Online Legal Consultation platform,Chandigarh,0.0,1,2016-07-12,2016-07-12
Hitwicket,Other,,Hyderabad,250000.0,1,2015-11-12,2015-11-12
HolaChef,Consumer Internet & Tech,Online Food Delivery,Mumbai,5275000.0,4,2015-02-02,2017-04-20
Holachef,Food & Beverage,,Mumbai,3100000.0,1,2015-06-21,2015-06-21
HolidayIQ,Travel & Hospitality,,Bangalore,15000000.0,1,2015-07-23,2015-07-23
Holidify,Travel & Hospitality,,Delhi,100000.0,1,2015-10-19,2015-10-19
Holisol Logistics,Logistics & Transport,,Delhi,10000000.0,1,2015-12-10,2015-12-10
HomeCapital,Consumer Internet & Tech,Home Loan Down payment assistance program,Mumbai,0.0,1,2017-10-03,2017-10-03
HomeLane,Consumer Internet & Tech,Online Home Furnishing Solutions,Bangalore,17950000.0,3,2015-02-23,2018-06-14
HomeStudio,E-Commerce,,Bangalore,5000000.0,1,2015-12-10,2015-12-10
Homelane,Other,,Bangalore,50000000.0,1,2015-06-15,2015-06-15
Homergize,E-Commerce,Home Furnishing & Building material marketplace,Bangalore,1000000.0,1,2017-09-21,2017-09-21
Homers.in,Real Estate & PropTech,,Gurgaon,0.0,1,2015-10-16,2015-10-16
Hoopy,Consumer Internet & Tech,Online Car Service Platform,Gwalior,500000.0,1,2017-01-17,2017-01-17
Hopping Chef,Food & Beverage,,Mumbai,470000.0,1,2015-07-08,2015-07-08
Hoppingo,Consumer Internet & Tech,Fashion Discovery platform,Delhi,89000.0,1,2016-05-23,2016-05-23
Hopscotch,E-Commerce,Baby & Kids Products Online Flash sales platform,Mumbai,24000000.0,2,2015-01-20,2016-02-29
Horntell,Consumer Internet & Tech,Unified Push Notification service,Gurgaon,150000.0,1,2016-03-24,2016-03-24
Hostel Dunia,,,,16000.0,1,2015-01-19,2015-01-19
Hotelogix,Consumer Internet & Tech,Cloud based Online Hotel Management Software,Noida,5000000.0,1,2018-03-05,2018-03-05
Hotify,Other,,Bangalore,150000.0,1,2015-12-29,2015-12-29
House of Msasaba,Fashion & Lifestyle,Clothes and Apparel,Mumbai,1000000.0,1,2019-07-09,2019-07-09
Housejoy,E-Commerce,,Bangalore,26500000.0,2,2015-06-19,2015-12-16
Housing,Consumer Internet & Tech,Real Estate Portal,Mumbai,0.0,1,2016-04-04,2016-04-04
Housing.com,Consumer Internet & Tech,Real Estate Portal,Mumbai,20000000.0,2,2016-01-21,2016-11-22
HousingMan,Consumer Internet & Tech,Property Discovery Platform,Bangalore,1500000.0,1,2018-07-20,2018-07-20
Houssup,Consumer Internet & Tech,interior design and home furnishing portal,Jaipur,0.0,1,2016-04-18,2016-04-18
Howdy Ventures,Consumer Internet & Tech,Public and Private Events creation app,Chennai,1500000.0,1,2017-04-26,2017-04-26
Hubilo,Consumer Internet & Tech,End-to-end Event Organizers Solutions,Ahmedabad,0.0,1,2016-11-25,2016-11-25
Hugefly,E-Commerce,,Pune,0.0,1,2015-09-29,2015-09-29
Hungama,Consumer Internet & Tech,Digital Media Entertainment Portal,Mumbai,25000000.0,1,2016-04-04,2016-04-04
HungerBox,Food & Beverage,B2B Foodtech,Bangalore,9090000.0,2,2018-01-22,2019-08-21
Hungry Foal,E-Commerce,Healthy & Nutrition based snacks online platform,Gurgaon,0.0,2,2017-06-06,2017-11-14
HyperTrack,Consumer Internet & Tech,Location tracking solutions,Delhi,0.0,1,2017-06-13,2017-06-13
HyperVerge,Edtech,,Chennai,1000000.0,1,2015-08-18,2015-08-18
Hypernova Interactive,Consumer Internet & Tech,Mobile games creator,Bangalore,0.0,1,2017-07-18,2017-07-18
I Can Stay,Consumer Internet & Tech,Hotel Aggregator Platform,Delhi,1800000.0,1,2017-12-12,2017-12-12
IBSFintech,Consumer Internet & Tech,Treasury Risk Management Solution,Bangalore,0.0,1,2017-10-09,2017-10-09
ICHR,Consumer Internet & Tech,Mobile based Children health Information app,Delhi,450000.0,1,2016-04-27,2016-04-27
ICustomMadeIt,E-Commerce,,Pune,250000.0,1,2015-08-25,2015-08-25
IDG Ventures,Fintech,Venture Capitalist,Bangalore,10000000.0,1,2017-11-24,2017-11-24
IDfy,Other,,Mumbai,0.0,1,2015-08-18,2015-08-18
IFMR Holdings,Fintech,,Chennai,25000000.0,1,2015-08-13,2015-08-13
IGP.com,E-Commerce,Online Gifting Platform,Noida,0.0,1,2017-12-21,2017-12-21
IIM Jobs,Consumer Internet & Tech,Online Job Portal,Delhi,2000000.0,1,2016-11-09,2016-11-09
IMAX Program,Edtech,Individualised Progressive Learning Program,Bangalore,13500000.0,1,2018-02-13,2018-02-13
IMbesharam,E-Commerce,Adult Products Etailers,Delhi,4000000.0,1,2016-01-20,2016-01-20
INDwealth,Fintech,Wealth Management,Gurgaon,15000000.0,1,2019-08-22,2019-08-22
ION Energy,Consumer Internet & Tech,Clean Tech Startup,Mumbai,0.0,1,2017-05-11,2017-05-11
IOTrek,Consumer Internet & Tech,IoT Platform for Bus,Delhi,155000.0,1,2017-04-19,2017-04-19
IQlect,Consumer Internet & Tech,Big Data Analytics Platform,Bangalore,0.0,1,2016-03-01,2016-03-01
ISFC,Fintech,Education Sector Lending,Hyderabad,6000000.0,1,2016-10-14,2016-10-14
Icertis,Consumer Internet & Tech,Enterprise Contract Management Platform,Pune,96000000.0,4,2015-04-29,2018-02-08
Idea Bubbles,Consumer Internet & Tech,Doctor Consulting platform,Bangalore,700000.0,1,2016-10-27,2016-10-27
IdeaChakki,Consumer Internet & Tech,Restaurant Menu & Food mobile app,Delhi,0.0,1,2016-09-13,2016-09-13
IdeaForge,Consumer Internet & Tech,Drone Manufacturing,Mumbai,10000000.0,1,2016-12-15,2016-12-15
Ideal Insurance,Consumer Internet & Tech,Online Insurance platform,Kolkata,0.0,1,2017-07-18,2017-07-18
Ignis Careers,HR & Recruitment,,Hyderabad,250000.0,1,2015-05-05,2015-05-05
ImageProVision,Consumer Internet & Tech,Image Analysis Solutions,Pune,0.0,1,2016-07-18,2016-07-18
Imaginate,Consumer Internet & Tech,AR & VR platform,Hyderabad,500000.0,1,2017-02-17,2017-02-17
Imarticus Learning,Edtech,Financial Services & Analytics Education Institute,Mumbai,1000000.0,1,2016-03-03,2016-03-03
Impact Analytics,Consumer Internet & Tech,Business intelligence and data science Startup,Bangalore,750000.0,1,2016-10-30,2016-10-30
Impact Guru,Consumer Internet & Tech,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,500000.0,1,2016-04-29,2016-04-29
ImpactGuru,Consumer Internet & Tech,Crowdfunding Platform,Mumbai,0.0,1,2016-06-29,2016-06-29
Impartus,,,,0.0,1,2015-01-24,2015-01-24
InCred,Fintech,Non-Banking Financial Company,Mumbai,5900000.0,1,2019-12-16,2019-12-16
InCred Finance,Fintech,SME Lending,,42000000.0,1,2018-11-25,2018-11-25
Inayo,E-Commerce,,Mumbai,300000.0,1,2015-10-09,2015-10-09
Inc42,Consumer Internet & Tech,Startup Focused Media News Portal,Delhi,0.0,1,2016-02-09,2016-02-09
Inclov,Consumer Internet & Tech,Matchmaking app for the differently abled,Gurgaon,0.0,1,2017-09-26,2017-09-26
Increff,Consumer Internet & Tech,Supply-chain technology solutions,Bangalore,5000000.0,2,2017-07-17,2019-04-17
Indee,Consumer Internet & Tech,Web Video Streaming Platform,Bangalore,500000.0,1,2016-05-04,2016-05-04
Indi.com,Consumer Internet & Tech,Video Social Network,,0.0,1,2016-04-12,2016-04-12
India Gifts Portal,E-Commerce,Online Gifting platform,Noida,2000000.0,1,2016-10-04,2016-10-04
India Lends,Consumer Internet & Tech,Online Instant personal Loan provider,Delhi,4000000.0,1,2016-12-01,2016-12-01
IndiaLends,Fintech,,Delhi,1000000.0,2,2015-07-07,2015-10-05
Indiamart,E-Commerce,B2B Marketplace for SMBs,Noida,0.0,1,2016-03-09,2016-03-09
IndianRoots.com,E-Commerce,,Gurgaon,5000000.0,1,2015-05-14,2015-05-14
Indiez,Consumer Internet & Tech,Software & Mobile app development platform,Bangalore,500000.0,1,2017-08-23,2017-08-23
Indifi,Consumer Internet & Tech,Online lending platform,Gurgaon,10000000.0,2,2015-10-01,2016-12-13
IndigoLearn,Edtech,Online Education Platform,Hyderabad,150000.0,1,2018-04-05,2018-04-05
Indix,SaaS & Enterprise Tech,,,15000000.0,1,2015-06-24,2015-06-24
Indofash,E-Commerce,Ethnic Indian Fashion Marketplace,Bangalore,150000.0,1,2016-11-30,2016-11-30
Indus OS,Consumer Internet & Tech,Smartphone Operating System,Mumbai,14750000.0,4,2016-01-19,2019-07-10
IndustryBuying,E-Commerce,B2B Industrial Goods Marketplace,Delhi,13000000.0,3,2015-02-25,2016-01-20
Industrybuying,E-Commerce,,Delhi,0.0,1,2015-12-22,2015-12-22
Infibeam,E-Commerce,Online Retailing,Ahmedabad,15030000.0,2,2017-01-25,2018-02-15
Infinite Analytics,AI & Data,,Mumbai,0.0,1,2015-08-31,2015-08-31
Infisecure,Consumer Internet & Tech,Bot Protection Solutions,Mumbai,600000.0,1,2016-11-23,2016-11-23
Infogain,Other,,Delhi,63000000.0,1,2015-08-11,2015-08-11
Infoworks,AI & Data,,Bangalore,5000000.0,1,2015-09-30,2015-09-30
Infurnia,Consumer Internet & Tech,Online Furniture Customization platform,Bangalore,160000.0,1,2016-01-07,2016-01-07
Ink Monk,Consumer Internet & Tech,Online printing marketplace,Chennai,750000.0,1,2017-08-25,2017-08-25
Inkmonk,E-Commerce,,Chennai,250000.0,1,2015-08-10,2015-08-10
Inmobi,Media & Entertainment,,Bangalore,100000000.0,1,2015-09-29,2015-09-29
Innefu Security Consulting,Consumer Internet & Tech,Cyber Security solutions using AI,Delhi,2000000.0,1,2017-04-18,2017-04-18
Inner Hour,Consumer Internet & Tech,Online Counselling Platform,Mumbai,450000.0,1,2017-02-07,2017-02-07
InnerChef,Consumer Internet & Tech,Online food ordering platform,Gurgaon,4250000.0,2,2015-09-23,2016-10-04
InnoNano Research,Consumer Internet & Tech,Clean Water Technology,Chennai,18000000.0,1,2016-05-10,2016-05-10
Innoplexus,Consumer Internet & Tech,Data as a Service Provider,Pune,0.0,1,2016-12-22,2016-12-22
Innov8,Real Estate & PropTech,Co-Working,Delhi,4000000.0,3,2016-10-14,2018-10-11
Innovaccer,Consumer Internet & Tech,Integrated Enterprise Analytics Platform,Noida,15600000.0,2,2015-05-13,2016-08-12
Innovapptive,Consumer Internet & Tech,Enterprise Mobility Solutions,Hyderabad,1500000.0,1,2017-05-02,2017-05-02
Innoviti,Consumer Internet & Tech,Digital payments solutions,Bangalore,23350000.0,2,2015-07-20,2017-07-12
Inshorts,Consumer Internet & Tech,Mobile News Curation App,Noida,5000000.0,1,2017-12-08,2017-12-08
Insider.in,Consumer Internet & Tech,Events Ticketing platform,Mumbai,5200000.0,1,2017-06-20,2017-06-20
Inspirock,Travel & Hospitality,,,0.0,1,2015-05-19,2015-05-19
InstaBounce,,,,16600.0,1,2015-02-02,2015-02-02
InstaLively,Media & Entertainment,,Delhi,240000.0,2,2015-03-02,2015-04-06
InstaLively.com,Media & Entertainment,,Delhi,0.0,1,2015-07-15,2015-07-15
InstaOffice,Consumer Internet & Tech,CoWorking Spaces booking platform,Gurgaon,0.0,1,2017-01-11,2017-01-11
InstaSafe,Consumer Internet & Tech,Security-as-a-Service solution provider,Bangalore,2200000.0,2,2015-08-27,2017-01-25
Instacar,Consumer Internet & Tech,Out-Station Taxi Rental Platform,Indore,1000000.0,1,2016-09-28,2016-09-28
InstantPay,Consumer Internet & Tech,Digital payments & recharge platform,Delhi,0.0,1,2016-12-30,2016-12-30
Instaproc,E-Commerce,B2B Procurement Marketplace for Office Products,Noida,0.0,1,2016-01-05,2016-01-05
Instavans,Logistics & Transport,,Bangalore,0.0,1,2015-10-30,2015-10-30
Intelligence Node,Consumer Internet & Tech,SAAS Based Retail Analytics Solutions,Mumbai,800000.0,1,2017-01-10,2017-01-10
IntelligenceNODE,SaaS & Enterprise Tech,,Mumbai,4200000.0,1,2015-08-18,2015-08-18
Intelligent Interfaces,Other,,Bangalore,0.0,2,2015-12-11,2015-12-30
Interviewpad,Consumer Internet & Tech,Engineering Interview facilitation platform,Pune,100000.0,1,2016-11-30,2016-11-30
Intgrea,Consumer Internet & Tech,Post merger Integration Partners,Bangalore,100000.0,1,2016-06-07,2016-06-07
Inthree,Consumer Internet & Tech,Rural E-commerce Platform,Chennai,4000000.0,1,2018-08-13,2018-08-13
Intruo.com,,,,0.0,1,2015-03-03,2015-03-03
Intuit Things,Consumer Internet & Tech,IoT solutions for home automation applications,Mumbai,106000.0,1,2017-01-30,2017-01-30
Inuxu,Consumer Internet & Tech,Online Advertising Solutions,Pune,3000000.0,1,2016-09-12,2016-09-12
Invictus Oncology,Healthtech,Cancer therapeutic Info & Solutions,Delhi,0.0,1,2016-02-08,2016-02-08
Iqlect,SaaS & Enterprise Tech,,Bangalore,2000000.0,1,2015-07-22,2015-07-22
Ithaka,Consumer Internet & Tech,Vacation Trip Planning platform,Mumbai,325000.0,1,2017-03-29,2017-03-29
Itzcash,,,,16500000.0,1,2015-02-13,2015-02-13
Ixigo,Consumer Internet & Tech,Online Travel Search Engine,Gurgaon,15000000.0,2,2015-06-22,2017-03-23
Jay Robotix,Edtech,,Hyderabad,250000.0,1,2015-04-28,2015-04-28
Jaypore,E-Commerce,Ethnic Products marketplace,Delhi,5000000.0,1,2016-02-19,2016-02-19
Jazzmyride,E-Commerce,Auto Parts & Accessories eTailer,Delhi,0.0,1,2016-06-11,2016-06-11
JetSetGo,E-Commerce,,Bangalore,0.0,2,2015-07-23,2015-12-14
Jhakaas,Consumer Internet & Tech,App-based Aggregator of Offline Businesses,Mumbai,155000.0,2,2017-03-31,2017-07-28
Jiffstore,Food & Beverage,,Bangalore,0.0,1,2015-06-17,2015-06-17
Jigsaw Academy,Edtech,,Bangalore,3000000.0,1,2015-12-09,2015-12-09
Jivox,Consumer Internet & Tech,Data Driven Advertising platform,Bangalore,6000000.0,1,2016-06-14,2016-06-14
Jiyo Natural,Healthtech,,Bangalore,0.0,1,2015-10-21,2015-10-21
Jobick,Consumer Internet & Tech,Mobile app based Job Search,Noida,0.0,1,2016-01-15,2016-01-15
Jobspire,HR & Recruitment,,Bangalore,260000.0,1,2015-09-03,2015-09-03
JoeHukum,Consumer Internet & Tech,Enterprise customer engagement solutions,Delhi,0.0,2,2015-12-09,2016-09-20
Johari Shop,E-Commerce,Online Jewellery etailer,Bangalore,94000.0,1,2017-02-27,2017-02-27
Jolly Food Fellow,Food & Beverage,,Ahmedabad,300000.0,1,2015-08-24,2015-08-24
JollyFoodFellow,Consumer Internet & Tech,Food Related Marketing & Branding platform,Ahmedabad,0.0,1,2016-03-11,2016-03-11
Jombay,SaaS & Enterprise Tech,,Pune,0.0,1,2015-10-27,2015-10-27
Joolz,E-Commerce,Online Jewellery Store,Mumbai,500000.0,1,2016-08-16,2016-08-16
Josh Talks,Consumer Internet & Tech,Storytelling platform,Gurgaon,0.0,1,2017-11-15,2017-11-15
JoulestoWatts,Consumer Internet & Tech,IT services & Talent collaboration services startup,Bangalore,0.0,1,2016-02-10,2016-02-10
Joy by nature,E-Commerce,,Delhi,1000000.0,1,2015-07-21,2015-07-21
Juggernaut,Media & Entertainment,,Delhi,2250000.0,1,2015-09-23,2015-09-23
Jugnoo,Consumer Internet & Tech,On-demand Delivery & Logistics platform,Chandigarh,26000000.0,5,2015-04-23,2016-04-18
Julia Computing,Consumer Internet & Tech,Open Source Language for Data Science and Machine Learning,Bangalore,5200000.0,2,2015-11-17,2017-06-22
JumboBasket,E-Commerce,,Chandigarh,0.0,1,2015-12-09,2015-12-09
Jumbotail,E-Commerce,online marketplace for food and grocery,Bangalore,8500000.0,1,2017-07-05,2017-07-05
Juno Clinic,Consumer Internet & Tech,Online Counseling Platform,Mumbai,1200000.0,1,2017-03-06,2017-03-06
Juspay,Consumer Internet & Tech,Digital Payments solutions,Bangalore,5800000.0,1,2016-02-25,2016-02-25
Jusride,Real Estate & PropTech,,Mumbai,0.0,1,2015-08-03,2015-08-03
Just Buy Live,E-Commerce,B2B Marketplace for Distributors,Mumbai,20000000.0,1,2016-01-20,2016-01-20
JustDoc,Consumer Internet & Tech,Medical Video Consultation platform,Bangalore,0.0,1,2016-01-28,2016-01-28
JustLikeNew,E-Commerce,Online gadget Repair Services Marketplace,Hyderabad,500000.0,1,2016-09-20,2016-09-20
JustRide,Consumer Internet & Tech,Online Car Sharing platform,Mumbai,5000000.0,2,2015-11-27,2016-11-07
Justbooks,Consumer Internet & Tech,Library Chain Aggregator,Bangalore,0.0,1,2016-12-29,2016-12-29
Justdakhila.com,Edtech,School Student admissions platform,Delhi,750000.0,1,2016-01-06,2016-01-06
Justride,Consumer Internet & Tech,Self Drive Car Rental,Mumbai,400000.0,1,2016-03-09,2016-03-09
KAARYAH,E-Commerce,,Gurgaon,0.0,1,2015-06-03,2015-06-03
KNAB Finance,Consumer Internet & Tech,Unsecured Small Business Loans,Bangalore,385000.0,1,2017-08-15,2017-08-15
KOOH Sports,Consumer Internet & Tech,Sports Training & Technology,Mumbai,4200000.0,2,2015-12-21,2016-10-07
Kaaryah,Fashion & Lifestyle,,Delhi,0.0,1,2015-12-02,2015-12-02
KabadiExpress,Consumer Internet & Tech,Free Door Step Scrap Pickup Service,Delhi,148000.0,1,2016-06-24,2016-06-24
Kabadiwala,E-Commerce,Waste Management,Bhopal,430665.0,1,2019-04-10,2019-04-10
Kalaage,Consumer Internet & Tech,Social Networking Platform for Writers,Jaipur,0.0,1,2016-09-30,2016-09-30
Kaleidofin,Fintech,Digital Financial Services Platform,Chennai,2800000.0,1,2018-04-09,2018-04-09
Kalpnik Technologies,Consumer Internet & Tech,VR based Spiritual platform,Bangalore,500000.0,1,2017-11-03,2017-11-03
Kanhaiya,Consumer Internet & Tech,Storytelling platform,Hyderabad,200000.0,1,2017-11-17,2017-11-17
Karma Healthcare,Healthtech,Technology enabled equitable healthcare for India,Udaipur,500000.0,2,2015-06-02,2018-03-19
Karma Recycling,Other,,Delhi,0.0,1,2015-06-16,2015-06-16
KarmaCircles,Consumer Internet & Tech,Peer-to-peer Social Learning platform,Delhi,0.0,1,2016-09-10,2016-09-10
Karomi,Consumer Internet & Tech,Packaging Artwork Management software,Chennai,500000.0,1,2017-03-02,2017-03-02
Kartrocket,E-Commerce,ECommerce SAAS platform,Delhi,14000000.0,2,2016-01-18,2016-03-08
Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,0.0,1,2018-06-04,2018-06-04
KeepTrax,Other,,Dallas,1000000.0,1,2015-04-04,2015-04-04
Ketchupp,Consumer Internet & Tech,Food Discovery Platform,Delhi,441000.0,1,2017-01-17,2017-01-17
Ketto,Other,,Mumbai,1400000.0,2,2015-07-16,2015-08-06
KhanaGadi,Consumer Internet & Tech,Online Food Delivery for Train Travelers,Jaipur,0.0,1,2016-06-13,2016-06-13
Khel Now,Consumer Internet & Tech,Mobile-based Social Platform for Sports,Bangalore,850000.0,2,2016-09-21,2017-01-24
Kickstart Jobs,Consumer Internet & Tech,Entry level hiring platform,Gurgaon,0.0,1,2016-06-10,2016-06-10
Kidsstoppress,Consumer Internet & Tech,Parenting and Baby care Platform,Mumbai,0.0,1,2016-10-14,2016-10-14
Kinara Capital,Fintech,Lending Platform For Micro and Small Enterprises,Bangalore,5000000.0,1,2018-07-10,2018-07-10
Kinsane Entertainment Inc,Media & Entertainment,Digital Entertainment for Children,Mumbai,2500000.0,1,2018-01-09,2018-01-09
Kissht,Fintech,Online lending Platform,Mumbai,32000000.0,2,2017-06-22,2018-09-12
Kleeto,Other,,Gurgaon,230000.0,1,2015-10-30,2015-10-30
KleverKid,Edtech,,Delhi,0.0,1,2015-05-08,2015-05-08
Klinic App,Consumer Internet & Tech,Pathology & Diagnostic Tests Portal,Gurgaon,0.0,1,2017-03-30,2017-03-30
Klip.in,,,,500000.0,1,2015-02-20,2015-02-20
Kloseby,Consumer Internet & Tech,proximity based Rewards platform,Bangalore,100000.0,1,2016-11-28,2016-11-28
Klozee,Real Estate & PropTech,,Bangalore,0.0,1,2015-08-06,2015-08-06
Knit,,,,0.0,1,2015-05-21,2015-05-21
Knolskae,Consumer Internet & Tech,Educational Gamification & Simulation platform,Bangalore,0.0,1,2016-04-22,2016-04-22
Knowlarity,Consumer Internet & Tech,Cloud Telephony Platform,Bangalore,20000000.0,1,2016-11-23,2016-11-23
Kobster.com,,,,0.0,1,2015-02-05,2015-02-05
Kochi Post,Consumer Internet & Tech,English Online News portal,Kochi,0.0,1,2017-01-26,2017-01-26
Kolabro,Real Estate & PropTech,,Gurgaon,0.0,1,2015-12-24,2015-12-24
Konsult App,Consumer Internet & Tech,App based Doctor Consulting platform,Delhi,500000.0,1,2017-04-04,2017-04-04
Koovs,E-Commerce,Fashion eTailer,Delhi,23300000.0,3,2016-01-11,2016-11-17
Korra,Fashion & Lifestyle,,Delhi,300000.0,1,2015-09-22,2015-09-22
KountMoney,E-Commerce,,Bangalore,0.0,1,2015-11-26,2015-11-26
Kratikal,Consumer Internet & Tech,Cyber Security Solution provider,Delhi,0.0,1,2017-01-18,2017-01-18
KrazyBee,E-Commerce,Lending Platform,Bangalore,10000000.0,3,2016-06-07,2019-04-19
Kreate Konnect,Consumer Internet & Tech,End-to-End Seller e-commerce solutions Provider,Vadodara,0.0,1,2017-03-02,2017-03-02
Kredx,E-Commerce,Invoice discounting marketplace,Bangalore,6000000.0,1,2016-10-25,2016-10-25
Kriger Campus,Edtech,Mobile-Based Education Network,Delhi,46140.0,1,2018-04-09,2018-04-09
Kuants,Consumer Internet & Tech,Algorithmic Trading,Gurgaon,80000.0,1,2018-01-12,2018-01-12
Kulzy,Media & Entertainment,,Delhi,1000000.0,1,2015-10-09,2015-10-09
Kuvera,Fintech,Wealth Management,Bangalore,45250000.0,2,2018-03-03,2019-04-16
Kyazoonga,E-Commerce,Online event ticketing Platform,Mumbai,0.0,1,2016-06-10,2016-06-10
LEAP India,Consumer Internet & Tech,Supply Chain Equipment & Services provider,Mumbai,3000000.0,1,2016-06-24,2016-06-24
La Renon,Healthtech,,Ahmedabad,16000000.0,1,2015-06-12,2015-06-12
